"subject_id","rt","responses","question_order","date","type","Phase","time_elapsed","internal_node_id","response","key_press","ListLength","Trial_index","correct","Block","word1","word2","Context","ContextLabel","Context_position","ContextSize","NoneListType","cue","target","SequenceLength","sequence","letterSeen","queriedPosition","correct_01","Gender","Age","Cheated_pairs","Cheated_letters","validity_rt","validity","RoughContextSize","Error_type"
"9znfhnthet59a7k",1.1925,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2397595,"0.0-1248.0","plan",32,20,1,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","suit","plan",NA,NA,NA,2,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",1.02140000000224,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2402586,"0.0-1252.0","mobile",32,20,2,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","turbine","mobile",NA,NA,NA,15,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",1.4365,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2409081,"0.0-1256.0","dealer",32,20,3,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","office","dealer",NA,NA,NA,7,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.685800000000745,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2414340,"0.0-1260.0","trouble",32,20,4,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","ladder","trouble",NA,NA,NA,18,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.766699999999255,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2419845,"0.0-1264.0","name",32,20,5,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","pace","name",NA,NA,NA,13,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",1.27810000000149,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2425669,"0.0-1268.0","0",32,20,6,"FALSE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","movie","profit",NA,NA,NA,20,0,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Omission"
"9znfhnthet59a7k",2.067,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2434275,"0.0-1272.0","list",32,20,7,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","oven","list",NA,NA,NA,19,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.697300000000745,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2438899,"0.0-1276.0","road",32,20,8,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","purse","road",NA,NA,NA,1,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.69860000000149,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2443398,"0.0-1280.0","mess",32,20,9,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","couple","message",NA,NA,NA,5,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",1.22810000000149,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2448449,"0.0-1284.0","globe",32,20,10,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","mouse","globe",NA,NA,NA,16,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",1.00039999999851,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2453474,"0.0-1288.0","dis",32,20,11,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","make","disk",NA,NA,NA,6,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.725699999999255,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2461227,"0.0-1292.0","paper",32,20,12,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","bonsai","paper",NA,NA,NA,8,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",2.2135,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2467622,"0.0-1296.0","diam",32,20,13,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","bedroom","diamond",NA,NA,NA,14,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.99610000000149,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2472701,"0.0-1300.0","army",32,20,14,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","alcohol","army",NA,NA,NA,10,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.743199999999255,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2477397,"0.0-1304.0","exam",32,20,15,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","mark","exam",NA,NA,NA,4,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.745300000000745,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2482034,"0.0-1308.0","hairy",32,20,16,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","kneepad","hair",NA,NA,NA,9,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",1.00780000000074,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2486930,"0.0-1312.0","nature",32,20,17,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","month","nature",NA,NA,NA,17,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.673300000000745,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2492104,"0.0-1316.0","long",32,20,18,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","mullet","long",NA,NA,NA,3,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",3.43960000000149,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2500036,"0.0-1320.0","spli",32,20,19,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","player","split",NA,NA,NA,11,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"9znfhnthet59a7k",0.80970000000298,NA,NA,"21_5_2024_9_54_36",NA,"CuePresentation",2504667,"0.0-1324.0","fossil",32,20,20,"TRUE",4,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","spot","fossil",NA,NA,NA,12,1,"female",45,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",7.69410000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",731932,"0.0-258.0","bonsai",32,20,1,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","globe","bonsai",NA,NA,NA,5,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",6.22440000003576,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",743295,"0.0-262.0","fossil",32,20,2,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","mark","fossil",NA,NA,NA,12,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",20.2519000000358,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",767933,"0.0-266.0","0",32,20,3,"FALSE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","trouble","disk",NA,NA,NA,20,0,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Omission"
"a5gtxhr7ywpzkam",6.01830000001192,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",777748,"0.0-270.0","profit",32,20,4,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","road","profit",NA,NA,NA,1,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",9.48810000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",793190,"0.0-274.0","oven",32,20,5,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","army","oven",NA,NA,NA,8,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",17.4072999999523,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",815377,"0.0-278.0","0",32,20,6,"FALSE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","long","paper",NA,NA,NA,17,0,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Omission"
"a5gtxhr7ywpzkam",13.7078999999762,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",832213,"0.0-282.0","kneepad",32,20,7,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","turbine","kneepad",NA,NA,NA,9,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",16.911,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",854623,"0.0-286.0","0",32,20,8,"FALSE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","spot","nature",NA,NA,NA,16,0,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Omission"
"a5gtxhr7ywpzkam",3.58789999997616,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",861504,"0.0-290.0","name",32,20,9,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","bedroom","name",NA,NA,NA,10,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",6.19739999997616,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",873572,"0.0-294.0","mullet",32,20,10,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","dealer","mullet",NA,NA,NA,3,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",4.03260000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",882517,"0.0-298.0","message",32,20,11,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","office","message",NA,NA,NA,4,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",20.3551000000238,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",907967,"0.0-302.0","0",32,20,12,"FALSE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","mobile","movie",NA,NA,NA,18,0,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Omission"
"a5gtxhr7ywpzkam",2.73069999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",914881,"0.0-306.0","alchohol",32,20,13,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","split","alcohol",NA,NA,NA,11,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",2.73010000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",923852,"0.0-310.0","ladder",32,20,14,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","list","ladder",NA,NA,NA,6,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",15.3851999999881,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",944632,"0.0-314.0","0",32,20,15,"FALSE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","hair","month",NA,NA,NA,14,0,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Omission"
"a5gtxhr7ywpzkam",21.5118999999762,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",969674,"0.0-318.0","pace",32,20,16,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","make","pace",NA,NA,NA,19,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",7.04439999997616,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",980932,"0.0-322.0","player",32,20,17,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","suit","player",NA,NA,NA,2,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",2.11929999995232,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",987895,"0.0-326.0","exam",32,20,18,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","mouse","exam",NA,NA,NA,7,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",15.5358999999762,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1007733,"0.0-330.0","diamond",32,20,19,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","plan","diamond",NA,NA,NA,15,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",6.65930000001192,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1019868,"0.0-334.0","purs",32,20,20,"TRUE",1,NA,NA,"./images/NoneContext.jpg","None","center","None","lowSimList","couple","purse",NA,NA,NA,13,1,"male",18,FALSE,FALSE,TRUE,TRUE,"0_NoneLowSim","Correct"
"a5gtxhr7ywpzkam",9.46740000003576,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1628997,"0.0-588.0","bhutan",32,20,1,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","senegal","bhutan",NA,NA,NA,11,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",3.39480000001192,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1638175,"0.0-592.0","uganda",32,20,2,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","poland","uganda",NA,NA,NA,7,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",8.27169999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1651326,"0.0-596.0","pigeon",32,20,3,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","monkey","pigeon",NA,NA,NA,18,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",6.19519999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1662201,"0.0-600.0","raccoon",32,20,4,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","gibbon","raccoon",NA,NA,NA,4,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",7.96910000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1674910,"0.0-604.0","serbia",32,20,5,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","spain","serbia",NA,NA,NA,14,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",6.5375,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1686823,"0.0-608.0","yemen",32,20,6,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","israel","yemen",NA,NA,NA,16,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",3.43219999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1694766,"0.0-612.0","goose",32,20,7,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","koala","goose",NA,NA,NA,8,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",16.5116000000238,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1715393,"0.0-616.0","Sudan",32,20,8,"FALSE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","sweden","sudan",NA,NA,NA,20,0,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct (missed)"
"a5gtxhr7ywpzkam",5.50010000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1726357,"0.0-620.0","germa",32,20,9,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","tonga","germany",NA,NA,NA,9,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",1.98019999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1735346,"0.0-624.0","canada",32,20,10,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","italy","canada",NA,NA,NA,5,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",3.49269999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1743631,"0.0-628.0","trout",32,20,11,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","gecko","trout",NA,NA,NA,6,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",15.8756000000238,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1763793,"0.0-632.0","norway",32,20,12,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","tunisia","norway",NA,NA,NA,19,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",4.02930000001192,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1772474,"0.0-636.0","nepal",32,20,13,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","oman","nepal",NA,NA,NA,10,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",10.0535,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1787308,"0.0-640.0","coyote",32,20,14,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","skunk","coyote",NA,NA,NA,17,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",2.19080000001192,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1796450,"0.0-644.0","donkey",32,20,15,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","macaw","donkey",NA,NA,NA,12,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",3.70669999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1805445,"0.0-648.0","dolphin",32,20,16,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","viper","dolphin",NA,NA,NA,13,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",11.1623000000119,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1821382,"0.0-652.0","angola",32,20,17,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","malawi","angola",NA,NA,NA,2,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",16.5901999999881,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1843324,"0.0-656.0","cheetah",32,20,18,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","weasel","cheetah",NA,NA,NA,15,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",5.73759999996424,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1854195,"0.0-660.0","brazil",32,20,19,"TRUE",2,NA,NA,"./images/countries.jpg","countries","center","11","lowSimList","syria","brazil",NA,NA,NA,3,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",1.76770000004768,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",1860776,"0.0-664.0","frog",32,20,20,"TRUE",2,NA,NA,"./images/animals.jpg","animals","center","9","lowSimList","turtle","frog",NA,NA,NA,1,1,"male",18,FALSE,FALSE,TRUE,TRUE,"2_medium","Correct"
"a5gtxhr7ywpzkam",11.1765,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2508196,"0.0-918.0","doctor",32,20,1,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","artist","doctor",NA,NA,NA,1,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",5.82310000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2519335,"0.0-922.0","editor",32,20,2,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","usher","editor",NA,NA,NA,15,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",4.13580000001192,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2530482,"0.0-926.0","janitor",32,20,3,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","nurse","janitor",NA,NA,NA,18,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",2.27810000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2538411,"0.0-930.0","teacher",32,20,4,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","diver","teacher",NA,NA,NA,12,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",2.91809999996424,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2547680,"0.0-934.0","lotus",32,20,5,"TRUE",3,NA,NA,"./images/veggies.png","veggies","center","4","lowSimList","garlic","lotus",NA,NA,NA,9,1,"male",18,FALSE,FALSE,TRUE,TRUE,"1_small","Correct"
"a5gtxhr7ywpzkam",5.8425,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2558623,"0.0-938.0","onion",32,20,6,"TRUE",3,NA,NA,"./images/veggies.png","veggies","center","4","lowSimList","radish","onion",NA,NA,NA,16,1,"male",18,FALSE,FALSE,TRUE,TRUE,"1_small","Correct"
"a5gtxhr7ywpzkam",4.78559999996424,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2567647,"0.0-942.0","fennel",32,20,7,"TRUE",3,NA,NA,"./images/veggies.png","veggies","center","4","lowSimList","rhubarb","fennel",NA,NA,NA,10,1,"male",18,FALSE,FALSE,TRUE,TRUE,"1_small","Correct"
"a5gtxhr7ywpzkam",2.87110000002384,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2575646,"0.0-946.0","monk",32,20,8,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","guard","monk",NA,NA,NA,8,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",6.09269999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2585561,"0.0-950.0","rabbi",32,20,9,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","plumber","rabbi",NA,NA,NA,5,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",11.8789000000358,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2602101,"0.0-954.0","farmer",32,20,10,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","baker","farmer",NA,NA,NA,6,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",8.92019999998808,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2616442,"0.0-958.0","poet",32,20,11,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","priest","poet",NA,NA,NA,13,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",8.23,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2629167,"0.0-962.0","valet",32,20,12,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","mayor","valet",NA,NA,NA,19,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",14.7286999999881,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2649334,"0.0-966.0","singer",32,20,13,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","owner","singer",NA,NA,NA,20,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",6.00559999996424,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2660869,"0.0-970.0","beet",32,20,14,"TRUE",3,NA,NA,"./images/veggies.png","veggies","center","4","lowSimList","basil","beet",NA,NA,NA,2,1,"male",18,FALSE,FALSE,TRUE,TRUE,"1_small","Correct"
"a5gtxhr7ywpzkam",3.49590000003576,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2668212,"0.0-974.0","actor",32,20,15,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","miner","actor",NA,NA,NA,3,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",6.53040000003576,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2680397,"0.0-978.0","pilot",32,20,16,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","model","pilot",NA,NA,NA,17,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",13.3405999999642,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2698422,"0.0-982.0","tutor",32,20,17,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","agent","tutor",NA,NA,NA,14,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",4.67630000001192,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2707874,"0.0-986.0","coach",32,20,18,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","judge","coach",NA,NA,NA,4,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
"a5gtxhr7ywpzkam",8.6495,NA,NA,"21_5_2024_2_47_5",NA,"CuePresentation",2721788,"0.0-990.0","dancer",32,20,19,"TRUE",3,NA,NA,"./images/jobs.jpg","jobs","center","16","lowSimList","writer","dancer",NA,NA,NA,11,1,"male",18,FALSE,FALSE,TRUE,TRUE,"3_large","Correct"
